Endpoint|"Species NCBI TaxID"|"Species ECOTOX Number"|
LC50|35525|5|
LC50|35525|5|
LC50|7955|5156|
LC50|104777|1747|
LC50|7955|5156|
LC50|35525|5|
LC50|7955|5156|
LC50|6161|4764|
LC50|6161|4764|
LC50|6161|4764|
LC50|6161|4764|
LC50|197464|39433|
LC50|1400849|4389|
LC50|159741|1460|
LC50|6660|421|
LC50|158387|6038|
LC50|1232801|1780|
LC50|52904|1977|
LC50|52904|1977|
LC50|30732|20710|
LC50|55976|29013|
LC50|12922|16496|
LC50|29159|575|
LC50|29159|575|
LC50|216498|5611|
LC50|8403|4926|
LC50|7955|5156|
LC50|7955|5156|
LC50|38577|1194|
LC50|38577|1194|
LC50|38577|1194|
LC50|38577|1194|
LC50|38577|1194|
LC50|38577|1194|
LC50|38577|1194|
LC50|38577|1194|
LC50|38577|1194|
LC50|38577|1194|
LC50|38577|1194|
LC50|38577|1194|
LC50|38577|1194|
LC50|38577|1194|
LC50|38577|1194|
LC50|38577|1194|
LC50|8355|206|
LC50|8355|206|
LC50|8355|206|
LC50|6660|421|
LC50|236578|5984|
LC50|236578|5984|
LC50|1169710|2997|
LC50|1169710|2997|
LC50|1169710|2997|
LC50|1169710|2997|
LC50|6660|421|
LC50|6660|421|
LD50|85549|366|
LD50|85549|366|
LD50|85549|366|
LC50|117530|2371|
LC50|294128|52|
LC50|52641|372|
LC50|52641|372|
LC50|52641|372|
LC50|294128|52|
LC50|52641|372|
LC50|52641|372|
LC50|52641|372|
LC50|117530|2371|
LC50|52641|372|
LC50|52641|372|
LC50|52641|372|
LC50|52641|372|
LC50|6689|11779|
LC50|6689|11779|
LC50|6689|11779|
LC50|6689|11779|
LC50|8083|287|
LC50|8083|287|
LC50|8083|287|
LC50||1025|
LC50|115984|32018|
LC50|115984|32018|
LC50|115984|32018|
LC50|8084|1681|
LC50|8084|1681|
LC50|8084|1681|
LC50|8084|1681|
LC50|96903|811|
LC50|96903|811|
LC50|96903|811|
LC50|96903|811|
LC50|115984|32018|
LC50|245074|2513|
LC50|48668|42|
LC50|461509|31362|
LC50||1025|
LC50|8083|287|
LC50|310915|31626|
LC50|310915|31626|
LC50|310915|31626|
LC50|310915|31626|
LC50||1025|
LC50||1025|
LC50|52904|1977|
LC50|52904|1977|
LC50|52904|1977|
LC50|52904|1977|
LC50|52904|1977|
LC50|33527|1936|
LC50|7955|5156|
LC50|7955|5156|
LC50|33527|1936|
LC50|33527|1936|
LC50|33527|1936|
LC50|7962|21|
LC50|7962|21|
LC50|7962|21|
LC50|7962|21|
LC50|8022|4|
LC50|8022|4|
LC50|8022|4|
LC50|8022|4|
LC50|7192|1173|
LC50|50959|494|
LC50|35525|5|
LC50|30331|34527|
LC50|8356|1492|
LC50|159736|7314|
LC50|35525|5|
LC50|51549|353|
LC50|90988|1|
LC50|7955|5156|
LC50|7955|5156|
LC50|7955|5156|
LC50|7955|5156|
LC50|7955|5156|
LC50|7955|5156|
LC50|7955|5156|
LC50|7955|5156|
LC50|7955|5156|
LC50|7957|25|
LC50|33397|81|
LC50|104777|1747|
LC50|570432|39149|
LC50|6161|4764|
LC50|6161|4764|
LC50|6161|4764|
LC50|6161|4764|
LC50|76587|233|
LC50|8356|1492|
LC50|7955|5156|
LC50|8022|4|
LC50|7955|5156|
LC50|7955|5156|
LC50|7955|5156|
LC50|7955|5156|
LC50|104777|1747|
LC50|7955|5156|
LC50|8356|1492|
LC50|35525|5|
LC50|7955|5156|
LC50|7955|5156|
LC50|7955|5156|
LC50|7955|5156|
LC50|7955|5156|
LC50|7955|5156|
LC50|7955|5156|
LC50|6161|4764|
LC50|6161|4764|
LC50|6161|4764|
LC50|6161|4764|
LC50|104777|1747|
LC50|35525|5|
LC50|7955|5156|
LC50|7955|5156|
LC50|7955|5156|
LC50|7955|5156|
LC50|7175|210|
LC50|7175|210|
LC50|7175|210|
LC50|7175|210|
LC50|7159|230|
LC50|7159|230|
LC50||1847|
LC50||1847|
LC50|7159|230|
LC50|7160|1770|
LC50||1847|
LC50||1847|
LC50|7159|230|
LC50||1847|
LC50||1847|
LC50|7159|230|
LC50||1847|
LC50||1847|
LC50|7159|230|
LC50||1847|
LC50||1847|
LC50|7159|230|
LC50||1847|
LC50||1847|
LC50|7159|230|
LC50|35525|5|
LC50|7955|5156|
LC50|7955|5156|
LC50||1847|
LC50||1847|
LC50|7159|230|
LC50|55967|29537|
LC50||1847|
LC50|7159|230|
LC50|35525|5|
LC50||1847|
LC50||1847|
LC50|7159|230|
LC50|7955|5156|
LC50|52641|372|
LC50|52641|372|
LC50|52641|372|
LC50|52641|372|
LC50|52641|372|
LC50|52641|372|
LC50|13013|2079|
LC50|72446|572|
LC50|72446|572|
LC50|72446|572|
LC50|7955|5156|
LC50|7955|5156|
LC50|7955|5156|
LC50|7955|5156|
LC50|7955|5156|
LC50|7955|5156|
LC50|7955|5156|
LC50|7955|5156|
LC50|7955|5156|
LC50|7955|5156|
LC50|6161|4764|
LC50|6161|4764|
LC50|6161|4764|
LC50|6161|4764|
LC50|52641|372|
LC50|52641|372|
LC50|52641|372|
LC50|52641|372|
LC50|52641|372|
LC50|52641|372|
LC50|7176|397|
LC50|219752|16126|
LC50||1847|
LC50|55967|29537|
LC50|7159|230|
LC50|136180|376|
LC50|104777|1747|
LC50|6161|4764|
LC50|6161|4764|
LC50|6161|4764|
LC50|6161|4764|
LC50|6161|4764|
LC50|6161|4764|
LC50|6161|4764|
LC50|6161|4764|
LC50|104777|1747|
LC50|7955|5156|
LC50|7955|5156|
LC50||1847|
LC50||1847|
LC50|55967|29537|
LC50|7159|230|
LC50|35525|5|
LC50|35525|5|
LC50|35525|5|
LC50|35525|5|
LC50|35525|5|
LC50|28743|86|
LC50|28743|86|
LC50|28743|86|
LC50|28743|86|
LC50|28743|86|
LC50|7955|5156|
LC50|7955|5156|
LC50|7955|5156|
LC50|34765|46994|
LC50|7955|5156|
LC50|29159|575|
LC50|29159|575|
LC50|129027|31029|
LC50|197464|39433|
LC50|41006|28501|
LC50|41006|28501|
LC50|41006|28501|
LC50|41006|28501|
LC50|8128|485|
LC50|35525|5|
LC50||31668|
LC50|6161|4764|
LC50|6161|4764|
LC50|6161|4764|
LC50|6161|4764|
LC50||31668|
LC50|6161|4764|
LC50|6161|4764|
LC50|6161|4764|
LC50|6161|4764|
LC50|8022|4|
LC50|8364|27767|
LC50|8364|27767|
LC50|218685|51910|
LC50|8364|27767|
LC50|8364|27767|
LC50|6161|4764|
LC50|6161|4764|
LC50|6161|4764|
LC50|6161|4764|
LC50|6161|4764|
LC50|6161|4764|
LC50|6161|4764|
LC50|6161|4764|
LC50|6720|5528|
LC50|6720|5528|
LC50|6720|5528|
LC50|7957|25|
LC50|29159|575|
LC50|29159|575|
LC50|7955|5156|
LC50|30338|29868|
LC50|8406|9943|
LC50|30338|29868|
LC50|30338|29868|
LC50|8406|9943|
LC50|30338|29868|
LC50|30338|29868|
LC50|30338|29868|
LC50|30338|29868|
LC50|30338|29868|
LC50|30338|29868|
LC50|8406|9943|
LC50|8406|9943|
LC50|30338|29868|
LC50|30338|29868|
LC50|8406|9943|
LC50|8406|9943|
LC50|8406|9943|
LC50|8406|9943|
LC50|30338|29868|
LC50|30338|29868|
LC50|8355|206|
LC50|8355|206|
LC50|8355|206|
LC50|8355|206|
LC50|8355|206|
LC50|8355|206|
LC50|8355|206|
LC50|8355|206|
LC50|85549|366|
LC50|35525|5|
LC50|35525|5|
LC50|8364|27767|
LC50|8364|27767|
LC50|8364|27767|
LC50|8364|27767|
LC50|8081|28|
LC50|13489|365|
LC50|7955|5156|
LC50|7955|5156|
LC50|7955|5156|
LC50|7955|5156|
LC50|7955|5156|
LC50|110072|34396|
LC50|318334|52888|
LC50|110072|34396|
LC50|110072|34396|
LC50|364765|52467|
LC50|110072|34396|
LC50|8406|9943|
LC50|8406|9943|
LC50|129027|31029|
LC50|197464|39433|
LC50|8406|9943|
LC50|8406|9943|
LC50|218685|51910|
LC50|8355|206|
LC50|8355|206|
LC50||1582|
LC50||1582|
LC50||1582|
LC50||1582|
LC50|35525|5|
LC50|35525|5|
LC50|75329|997|
LC50|304456|418|
LC50|13013|2079|
LC50|304456|418|
LC50|13013|2079|
LC50|75329|997|
LC50|304456|418|
LC50|13013|2079|
LC50|304456|418|
LC50|7955|5156|
LC50|7955|5156|
LC50|8090|109|
LC50|8081|28|
LC50|7962|21|
LC50|7962|21|
LC50|6087|2807|
LC50|400727|4733|
LC50|400727|4733|
LC50|400727|4733|
LC50|400727|4733|
LC50|6660|421|
LC50/|6550|208|
LC50||1640|
LC50||1640|
LC50||1640|
LC50||1640|
LC50||1640|
LC50||1640|
LC50||1640|
LC50||1640|
LC50|6161|4764|
LC50|6161|4764|
LC50|6161|4764|
LC50|6161|4764|
LC50|6161|4764|
LC50|6161|4764|
LC50|6161|4764|
LC50|6161|4764|
LC50|7955|5156|
LC50|7159|230|
LC50||2422|
LC50|7176|397|
LC50|7159|230|
LC50|8409|5713|
LC50/|647170|714|
LC50|159736|7314|
LC50|647170|714|
LC50/|35525|5|
LC50/|35525|5|
LC50/|35525|5|
LC50/|35525|5|
LC50|143606|11739|
LC50|183150|34398|
LC50|75329|997|
LC50|7955|5156|
LC50|7955|5156|
LC50|7955|5156|
LC50|7955|5156|
LC50|7955|5156|
LC50|7955|5156|
LC50|76587|233|
LC50|7955|5156|
LC50|85549|366|
LC50|85549|366|
LC50|85549|366|
LC50|1400849|4389|
LC50|1400849|4389|
LC50|85549|366|
LC50|1400849|4389|
LC50|35525|5|
LC50|35525|5|
LC50|158387|6038|
LC50|158387|6038|
LC50|158387|6038|
LC50|158387|6038|
LC50|158387|6038|
LC50|7955|5156|
LC50|7955|5156|
LC50|7955|5156|
LC50|7955|5156|
LC50|199954|31614|
LC50|86242|4753|
LC50|86242|4753|
LC50|86242|4753|
LC50|86242|4753|
LC50|86242|4753|
LC50|86242|4753|
LC50|86242|4753|
LC50|86242|4753|
LC50|86242|4753|
LC50|86242|4753|
LC50|86242|4753|
LC50|40811|5545|
LC50|40811|5545|
LC50|40811|5545|
LC50|40811|5545|
LC50|40811|5545|
LC50|40811|5545|
LC50|40811|5545|
LC50|40811|5545|
LC50|40811|5545|
LC50|40811|5545|
LC50|40811|5545|
LC50|40811|5545|
LC50|40811|5545|
LC50|40811|5545|
LC50|40811|5545|
LC50|40811|5545|
LC50|40811|5545|
LC50|40811|5545|
LC50|40811|5545|
LC50|40811|5545|
LC50|40811|5545|
LC50|40811|5545|
LC50|40811|5545|
LC50|40811|5545|
LC50|40811|5545|
LC50|40811|5545|
LC50|40811|5545|
LC50|40811|5545|
LC50|40811|5545|
LC50|40811|5545|
LC50|40811|5545|
LC50|40811|5545|
LC50|40811|5545|
LC50|40811|5545|
LC50|40811|5545|
LC50|40811|5545|
LC50|91582|2638|
LC50|91582|2638|
LC50|104777|1747|
LC50|104777|1747|
LC50|35525|5|
LC50|35525|5|
LC50|7955|5156|
LC50|7955|5156|
LC50|7955|5156|
LC50|7955|5156|
LC50|7955|5156|
LC50|33397|81|
LC50|33397|81|
LC50|8128|485|
LC50||31668|
LC50||20387|
LC50||20387|
LC50||20387|
LC50||20387|
LC50||20387|
LC50|104385|10592|
LC50|104385|10592|
LC50|104385|10592|
LC50|50959|494|
LC50|1232801|1780|
LC50|7955|5156|
LC50|644998|635|
LC50|644998|635|
LC50|644998|635|
LC50|644998|635|
LC50|7955|5156|
LC50|7955|5156|
LC50|56106|1341|
LC50|52641|372|
LC50|52641|372|
LC50|52641|372|
LC50|52641|372|
LC50|52641|372|
LC50|52641|372|
LC50|84645|202|
LC50|84645|202|
LC50|84645|202|
LC50|84645|202|
LC50|8128|485|
LC50|8128|485|
LC50|7955|5156|
LC50|7955|5156|
LC50|8345|28526|
LC50|8345|28526|
LC50|8345|28526|
LC50|8345|28526|
LC50|8345|28526|
LC50|8345|28526|
LC50|145282|28123|
LC50|145282|28123|
LC50|294128|52|
LC50|35525|5|
LC50|35525|5|
LC50|6161|4764|
LC50|6161|4764|
LC50|6161|4764|
LC50|6161|4764|
LC50|7962|21|
LC50|7955|5156|
LC50|7955|5156|
LC50|7955|5156|
LC50|7955|5156|
LC50|7955|5156|
LC50|7955|5156|
LC50|7955|5156|
LC50|7955|5156|
LC50|7955|5156|
LC50|7955|5156|
LC50|7955|5156|
LC50|7955|5156|
LC50|7955|5156|
LC50|7955|5156|
LC50|7955|5156|
LC50|7955|5156|
LC50|7955|5156|
LC50|7955|5156|
LC50|7955|5156|
LC50|7955|5156|
LC50|197464|39433|
LC50|197464|39433|
LC50|197464|39433|
LC50|317342|47499|
LC50|279982|47500|
LC50|197464|39433|
LC50|197464|39433|
LC50|197464|39433|
LC50|197464|39433|
LC50|197464|39433|
LC50|197464|39433|
LC50|197464|39433|
LC50|197464|39433|
LC50|197464|39433|
LC50|197464|39433|
LC50|197464|39433|
LC50|197464|39433|
LC50|197464|39433|
LC50|197464|39433|
LC50|197464|39433|
LC50|197464|39433|
LC50|197464|39433|
LC50|197464|39433|
LC50|197464|39433|
LC50|197464|39433|
LC50|197464|39433|
LC50|197464|39433|
LC50|197464|39433|
LC50|197464|39433|
LC50|197464|39433|
LC50|197464|39433|
LC50|197464|39433|
LC50|197464|39433|
LC50|197464|39433|
LC50|197464|39433|
LC50|197464|39433|
LC50|197464|39433|
LC50|197464|39433|
LC50|197464|39433|
LC50|197464|39433|
LC50|197464|39433|
LC50|197464|39433|
LC50|197464|39433|
LC50|197464|39433|
LC50|197464|39433|
LC50|197464|39433|
LC50|197464|39433|
LC50|197464|39433|
LC50|197464|39433|
LC50|197464|39433|
LC50|197464|39433|
LC50|197464|39433|
LC50|197464|39433|
LC50|197464|39433|
LC50|197464|39433|
LC50|197464|39433|
LC50|197464|39433|
LC50|30317|26656|
LC50|197464|39433|
LC50|197464|39433|
LC50|197464|39433|
LC50|197464|39433|
LC50|197464|39433|
LC50|197464|39433|
LC50|197464|39433|
LC50|197464|39433|
LC50|8355|206|
LC50|8355|206|
LC50|8355|206|
LC50|8355|206|
LC50|1400849|4389|
LC50|6660|421|
LC50|27405|20618|
LC50|294128|52|
LC50|294128|52|
LC50|158387|6038|
LC50|143350|4755|
LC50|30732|20710|
LC50|8078|57|
LC50|7957|25|
LC50|1972777|27319|
LC50|1972777|27319|
LC50|1972777|27319|
LC50|1972777|27319|
LC50|6604|349|
LC50|216498|5611|
LC50|7962|21|
LC50|7962|21|
LD50|8022|4|
LC50|515277|40974|
LC50|5911|4768|
LC50|5911|4768|
LC50||17854|
LC50||17854|
LC50||17854|
LC50|8364|27767|
LC50|8364|27767|
LC50|8364|27767|
LC50|8364|27767|
LC50|218685|51910|
LC50||27853|
LC50|415615|5911|
LC50||27853|
LC50||41454|
LC50||27853|
LC50||27853|
LC50||27853|
LC50||27853|
LC50|1940826|40600|
LC50||27853|
LC50||27853|
LC50|1940826|40600|
LC50|1940826|40600|
LC50||27853|
LC50||27853|
LC50||27853|
LC50||27853|
LC50||17879|
LC50||27853|
LC50||27853|
LC50|92525|609|
LC50|415615|5911|
LC50||27853|
LC50||27853|
LC50||27853|
LC50|92525|609|
LC50|120202|240|
LC50||41454|
LC50||41454|
LC50||27853|
LC50||32516|
LC50||32516|
LC50||32516|
LC50||27853|
LC50||27853|
LC50||27874|
LC50||27853|
LC50|52638|2258|
LC50|35525|5|
LC50|35525|5|
LC50|35525|5|
LC50|6720|5528|
LC50|6720|5528|
LC50|6720|5528|
LC50|52638|2258|
LC50|35525|5|
LC50|35525|5|
LC50|35525|5|
LC50|8128|485|
LC50||1025|
LC50||1025|
LC50||1025|
LC50||1025|
LC50||1025|
LC50||1025|
LC50||1025|
LC50||1025|
LC50|42528|11805|
LC50||1025|
LC50||1025|
LC50|304456|418|
LC50|52904|1977|
LC50|52904|1977|
LC50|304456|418|
LC50|304456|418|
LC50|304456|418|
LC50|304456|418|
LC50|8128|485|
LC50|8128|485|
LC50|999361|34302|
LC50|999361|34302|
LC50|999361|34302|
LC50|999361|34302|
LC50|8128|485|
LC50|7955|5156|
LC50|7955|5156|
LC50|7955|5156|
LC50|7955|5156|
LC50|7955|5156|
LC50|7955|5156|
LC50|7955|5156|
LC50|7955|5156|
LC50|7955|5156|
LC50|7955|5156|
LC50|7955|5156|
LC50|7955|5156|
LC50/|7957|25|
LC50|7962|21|
LC50|7959|201|
LC50|39631|4546|
LC50|4472|507|
LC50|29706|1390|
LC50|29706|1390|
LC50|104777|1747|
LC50|50959|494|
LC50|50959|494|
LC50|29158|385|
LC50|38577|1194|
LC50|38577|1194|
LC50|38577|1194|
LC50|38577|1194|
LC50|1033716|44328|
LC50|1033716|44328|
LC50|8386|31606|
LC50|8386|31606|
LC50|7955|5156|
LC50|7955|5156|
LC50|7959|201|
LC50|90988|1|
LC50|1033716|44328|
LC50|8386|31606|
LC50|8355|206|
LC50|7955|5156|
LC50||20387|
LC50||20387|
LC50||20387|
LC50||20387|
LC50||20387|
LC50|8356|1492|
LC50|52396|374|
LC50|52396|374|
LC50|52396|374|
LC50|52396|374|
LC50|6161|4764|
LC50|6161|4764|
LC50|6161|4764|
LC50|6161|4764|
LC50|7159|230|
LC50|7955|5156|
LC50|7955|5156|
LC50|7955|5156|
LC50|7955|5156|
LC50|7955|5156|
LC50|7955|5156|
LC50|38577|1194|
LC50|93621|352|
LC50|93621|352|
LC50|93621|352|
LC50|93621|352|
LC50|72446|572|
LC50|72446|572|
LC50|90988|1|
LC50|104777|1747|
LC50|30331|34527|
LC50|159736|7314|
LC50|315606|17243|
LC50|35525|5|
LC50|35525|5|
LC50|35525|5|
LC50|35525|5|
LC50|51549|353|
LC50|7955|5156|
LC50|7955|5156|
LC50|7955|5156|
LC50|7955|5156|
LC50|7955|5156|
LC50|7955|5156|
LC50|7955|5156|
LC50|7955|5156|
LC50|7955|5156|
LC50|7955|5156|
LC50|7955|5156|
LC50|7955|5156|
LC50|7957|25|
LC50|8022|4|
LC50|33397|81|
LC50|570432|39149|
LC50|887478|48156|
LC50|76587|233|
LC50|76587|233|
LC50|76587|233|
LC50|76587|233|
LC50|76587|233|
LC50|6161|4764|
LC50|6161|4764|
LC50|6161|4764|
LC50|76587|233|
LC50|76587|233|
LC50|6161|4764|
LC50||1847|
LC50|55967|29537|
LC50||1847|
LC50|7159|230|
LC50|7957|25|
LC50|1079993|31197|
LC50|38577|1194|
LC50|30335|1146|
LC50|30335|1146|
LC50|51331|31058|
LC50|129027|31029|
LC50|1079993|31197|
LC50|1079993|31197|
LC50|1079993|31197|
LC50|1079993|31197|
LC50|38577|1194|
LC50|1079993|31197|
LC50|1079993|31197|
LC50|1079993|31197|
LC50|1079993|31197|
LC50|1079993|31197|
LC50|38577|1194|
LC50|8355|206|
LC50|996475|31065|
LC50|996475|31065|
LC50|996475|31065|
LC50|6660|421|
LC50|6687|252|
LC50|236578|5984|
LC50|236578|5984|
LC50|6687|252|
LC50|6687|252|
LC50||29050|
LC50|159741|1460|
LC50|6660|421|
LC50|6660|421|
LC50|82204|18400|
LC50|82204|18400|
LC50|82204|18400|
LC50||5899|
LC50||29050|
LC50|82204|18400|
LC50|274642|5973|
LC50|274642|5973|
LC50|274642|5973|
LC50|274642|5973|
LC50|77756|1258|
LC50|92525|609|
LC50|92525|609|
LC50||5899|
LC50|224134|29493|
LC50|92525|609|
LC50|6687|252|
LC50|224134|29493|
LC50|35525|5|
LC50|294128|52|
LC50|35525|5|
LC50|35525|5|
LC50|35525|5|
LC50|6726|629|
LC50|6726|629|
LC50|6726|629|
LC50|6726|629|
LC50|117530|2371|
LC50|35525|5|
LC50|6726|629|
LC50|6726|629|
LC50|221654|302|
LC50|221654|302|
LC50|6726|629|
LC50|6726|629|
LC50|110441|142|
LC50|35525|5|
LC50|110441|142|
LC50|294128|52|
LC50|294128|52|
LC50|52641|372|
LC50|35525|5|
LC50|294128|52|
LC50|52641|372|
LC50|35525|5|
LC50|52641|372|
LC50|52641|372|
LC50|117530|2371|
LC50|105023|48206|
LC50|105023|48206|
LC50|105023|48206|
LC50|105023|48206|
LC50|105023|48206|
LC50|105023|48206|
LC50|461509|31362|
LC50|8128|485|
LC50|304456|418|
LC50/|8127|134|
LC50|63177|39196|
LC50|143606|11739|
LC50|303001|33531|
LC50|303001|33531|
LC50|303001|33531|
LC50|303001|33531|
LC50|303001|33531|
LC50|303001|33531|
LC50|30879|128|
LC50|37268|2195|
LC50|304456|418|
LC50|30879|128|
LC50|303001|33531|
LC50|13013|2079|
LC50|13013|2079|
LC50|13013|2079|
LC50|13013|2079|
LC50|120844|5416|
LC50|120844|5416|
LC50|120844|5416|
LC50|120844|5416|
LC50|120844|5416|
LC50|120844|5416|
LC50|105023|48206|
LC50|105023|48206|
LC50|105023|48206|
LC50|105023|48206|
LC50|105023|48206|
LC50|105023|48206|
LC50|304456|418|
LC50|8128|485|
LC50|8128|485|
LC50|7955|5156|
LC50|7955|5156|
LC50|7955|5156|
LC50|7955|5156|
LC50|8081|28|
LC50|7955|5156|
LC50|7955|5156|
LC50|7955|5156|
LC50|7955|5156|
LC50|7955|5156|
LC50|7955|5156|
LC50|7955|5156|
LC50|8090|109|
LC50|7955|5156|
LC50|7962|21|
LC50|7962|21|
LC50|7959|201|
LC50|7959|201|
LC50|7959|201|
LC50|7959|201|
LC50|280219|5778|
LC50|280219|5778|
LC50||1847|
LC50|446450|30978|
LC50|7175|210|
LC50|1594321|30979|
LC50||1579|
LC50|1594321|30979|
LC50|1594321|30979|
LC50|1594321|30979|
LC50||1847|
LC50|7175|210|
LC50||1579|
LC50|279420|1252|
LC50||1579|
LC50||1579|
LC50|39274|17948|
LC50|39274|17948|
LC50|39274|17948|
LC50|39274|17948|
LC50||1847|
LC50|7175|210|
LC50|7175|210|
LC50|204562|3015|
LC50|204562|3015|
LC50|7175|210|
LC50|204562|3015|
LC50|197152|157|
LC50|197152|157|
LC50|197152|157|
LC50||1847|
LC50|1545171|20706|
LC50|1545171|20706|
LC50|1545171|20706|
LC50|1545171|20706|
LC50||1847|
LC50|7175|210|
LC50|7175|210|
LC50|279420|1252|
LC50|279420|1252|
LC50||1579|
LC50|446450|30978|
LC50|178295|676|
LC50||1579|
LC50||1847|
LC50|197152|157|
LC50||1847|
LC50|7175|210|
LC50|7175|210|
LC50||1579|
LC50|280158|30980|
LC50|280158|30980|
LC50|280158|30980|
LC50|280158|30980|
LC50|204562|3015|
LC50|280219|5778|
LC50|280219|5778|
LC50||18447|
LC50||18447|
LC50|7153|85|
LC50||18447|
LC50|7160|1770|
LC50|7160|1770|
LC50|7160|1770|
LC50|7160|1770|
LC50|7160|1770|
LC50|7160|1770|
LC50|7160|1770|
LC50|7160|1770|
LC50|7160|1770|
LC50|7160|1770|
LC50|7160|1770|
LC50|7160|1770|
LC50|7160|1770|
LC50|7160|1770|
LC50|7160|1770|
LC50|7160|1770|
LC50|6087|2807|
LC50|6087|2807|
LC50|104385|4734|
LC50|120568|1671|
LC50|55810|495|
LC50||5834|
LC50|6185|2837|
LC50|6185|2837|
LC50|6161|4764|
LC50|6161|4764|
LC50|6161|4764|
LC50|6161|4764|
LC50|213326|52971|
LC50||26546|
LC50||26546|
LC50||26546|
LC50|64549|17733|
LC50|64549|17733|
LC50|64549|17733|
LC50|40811|5545|
LC50|8127|134|
LC50|7955|5156|
LC50|35525|5|
LC50|35525|5|
LC50|1239313|4665|
LC50|1239313|4665|
LC50|1239313|4665|
LC50|1239313|4665|
LC50|35525|5|
LC50|110441|142|
LC50|110441|142|
LC50|110441|142|
LC50|110441|142|
LC50|360686|16315|
LC50|360686|16315|
LC50|7176|397|
LC50|7176|397|
LC50|7176|397|
LC50|7176|397|
LC50||1847|
LC50||1847|
LC50|7176|397|
LC50|7176|397|
LC50|7176|397|
LC50||1847|
LC50|7176|397|
LC50|7176|397|
LC50|7176|397|
LC50||1847|
LC50|7176|397|
LC50|7176|397|
LC50|7176|397|
LC50|55967|29537|
LC50|7176|397|
LC50|7176|397|
LC50|7176|397|
LC50|7176|397|
LC50|7176|397|
LC50|7159|230|
LC50|7159|230|
LC50|7159|230|
LC50|7159|230|
LC50|7159|230|
LC50|7159|230|
LC50|7159|230|
LC50|7159|230|
LC50|7159|230|
LC50|7159|230|
LC50|7159|230|
LC50|7159|230|
LC50|7159|230|
LC50|7159|230|
LC50|7159|230|
LC50|7159|230|
LC50|7159|230|
LC50|7159|230|
LC50|7159|230|
LC50|7159|230|
LC50|7159|230|
LC50|7159|230|
LC50|7159|230|
LC50|7159|230|
LC50|7159|230|
LC50|7159|230|
LC50|7159|230|
LC50|7159|230|
LC50|7159|230|
LC50|7159|230|
LC50|7159|230|
LC50|7159|230|
LC50|7159|230|
LC50|7159|230|
LC50|7159|230|
LC50|7159|230|
LC50|7159|230|
LC50|7159|230|
LC50|7159|230|
LC50|7159|230|
LC50|7159|230|
LC50|7159|230|
LC50|7159|230|
LC50|7159|230|
LC50|7159|230|
LC50|7159|230|
LC50|7159|230|
LC50|7159|230|
LC50|7159|230|
LC50|7159|230|
LC50|7159|230|
LC50|7159|230|
LC50|7159|230|
LC50|7159|230|
LC50|7159|230|
LC50|7159|230|
LC50|7159|230|
LC50|7159|230|
LC50|7159|230|
LC50|7159|230|
LC50|7159|230|
LC50|7159|230|
LC50|7159|230|
LC50|7159|230|
LC50|7159|230|
LC50|7160|1770|
LC50|7955|5156|
LC50|35525|5|
LC50|35525|5|
LC50|35525|5|
LC50|7955|5156|
LC50|7955|5156|
LC50|6161|4764|
LC50|6161|4764|
LC50|6161|4764|
LC50|6161|4764|
LC50|7955|5156|
LC50||1230|
LD50|1163|546|
LD50|1163|546|
LD50|1163|546|
LC50|197464|39433|
LC50|13013|2079|
LC50|13013|2079|
LC50|1109706|42856|
LC50|96903|811|
LC50|96903|811|
LC50|96903|811|
LC50|96903|811|
LC50|7957|25|
LD50|4472|507|
LC50|7175|210|
LC50|7175|210|
LC50|104777|1747|
LC50|91582|2638|
LC50|7160|1770|
LC50|35525|5|
LC50|7955|5156|
LC50|7955|5156|
LC50|7955|5156|
LC50/|7955|5156|
LC50|90988|1|
LC50|7159|230|
LC50|7159|230|
LC50|7160|1770|
LC50|7160|1770|
LC50|7175|210|
LC50|7175|210|
LC50|7159|230|
LC50|7160|1770|
LC50|7955|5156|
LC50|7159|230|
LC50|7159|230|
LC50|7159|230|
LC50|35525|5|
LC50||1847|
LC50|55967|29537|
LC50|7159|230|
LC50|233781|32297|
LC50|8384|1091|
LC50|30326|19881|
LC50||212|
LC50|7955|5156|
LC50|7955|5156|
LC50|90988|1|
LC50|7175|210|
LC50|7175|210|
LC50|7159|230|
LC50|84645|202|
LC50|84645|202|
LC50|84645|202|
LC50|84645|202|
LC50|8364|27767|
LC50|8364|27767|
LC50|8364|27767|
LC50|8364|27767|
LC50||44264|
LC50|6720|5528|
LC50|6720|5528|
LC50|6720|5528|
LC50|6720|5528|
LC50|7962|21|
LC50|587174|40921|
LC50/|35525|5|
LC50/|35525|5|
LC50/|35525|5|
LC50/|35525|5|
LC50/|8128|485|
LC50|85549|366|
LC50|85549|366|
LC50|85549|366|
LC50|85549|366|
LC50|85549|366|
LC50|85549|366|
LC50|112782|33567|
LC50|6661|3004|
LC50|35525|5|
LC50|35525|5|
LC50|35525|5|
LC50|8127|134|
LC50|8090|109|
LC50|8090|109|
LC50|7955|5156|
LC50|8090|109|
LC50|8090|109|
LC50|8090|109|
LC50|8090|109|
LC50|8090|109|
LC50|8090|109|
LC50|8090|109|
LD50|7955|5156|
LD50|7955|5156|
LC50||2422|
LC50||2422|
LC50|7159|230|
LC50|7159|230|
LC50|10195|345|
LC50|10195|345|
LC50|10195|345|
LC50|10195|345|
LC50|10195|345|
LC50|10195|345|
LC50|10195|345|
