"Species NCBI TaxID"|"Species ECOTOX Number"|
291360|53874|
490146|10296|
291360|53874|
490146|10296|
490146|10296|
291360|53874|
490146|10296|
291360|53874|
291360|53874|
490146|10296|
490146|10296|
291360|53874|
291360|53874|
291360|53874|
8128|485|
8128|485|
490146|10296|
283035|11164|
8128|485|
490146|10296|
8128|485|
8128|485|
8128|485|
8128|485|
8128|485|
283035|11164|
283035|11164|
673786|53442|
283035|11164|
283035|11164|
8128|485|
8128|485|
283035|11164|
490146|10296|
283035|11164|
283035|11164|
283035|11164|
283035|11164|
283035|11164|
283035|11164|
291360|53874|
291360|53874|
283035|11164|
283035|11164|
283035|11164|
283035|11164|
283035|11164|
283035|11164|
283035|11164|
283035|11164|
283035|11164|
283035|11164|
283035|11164|
283035|11164|
7962|21|
7962|21|
7962|21|
4751|7679|
4751|7679|
4751|7679|
4751|7679|
4751|7679|
4751|7679|
4751|7679|
4751|7679|
197893|26381|
197893|26381|
197893|26381|
197893|26381|
2034989|53890|
2034989|53890|
240278|53881|
2034989|53890|
2034989|53890|
2034989|53890|
2034989|53890|
2034989|53890|
2034989|53890|
2034989|53890|
2034989|53890|
240278|53881|
240278|53881|
240278|53881|
240278|53881|
126297|53894|
74727|53875|
38577|1194|
38577|1194|
38577|1194|
38577|1194|
38577|1194|
38577|1194|
8355|206|
8355|206|
8355|206|
8355|206|
8355|206|
8355|206|
8355|206|
8355|206|
8355|206|
8355|206|
8355|206|
8355|206|
8355|206|
7955|5156|
7955|5156|
7955|5156|
8090|109|
8090|109|
8090|109|
8090|109|
8090|109|
7955|5156|
7955|5156|
7955|5156|
7955|5156|
8090|109|
7955|5156|
7955|5156|
7955|5156|
7955|5156|
7955|5156|
7955|5156|
7955|5156|
7955|5156|
7955|5156|
7955|5156|
7955|5156|
7955|5156|
7955|5156|
8090|109|
8090|109|
8090|109|
8090|109|
8090|109|
8090|109|
8090|109|
8090|109|
8090|109|
8090|109|
7955|5156|
8090|109|
7955|5156|
7955|5156|
7955|5156|
8090|109|
7955|5156|
7955|5156|
7955|5156|
7955|5156|
7955|5156|
8090|109|
7955|5156|
7955|5156|
7955|5156|
7955|5156|
7955|5156|
8090|109|
8090|109|
7955|5156|
7955|5156|
7955|5156|
8090|109|
8090|109|
7955|5156|
7955|5156|
143298|244|
143298|244|
7955|5156|
7955|5156|
7955|5156|
7955|5156|
7955|5156|
7955|5156|
7955|5156|
7955|5156|
7955|5156|
7955|5156|
7955|5156|
7955|5156|
7955|5156|
7955|5156|
7955|5156|
7955|5156|
7955|5156|
7955|5156|
7955|5156|
7955|5156|
7955|5156|
7955|5156|
7955|5156|
7955|5156|
7955|5156|
7955|5156|
7955|5156|
7955|5156|
7955|5156|
7955|5156|
8090|109|
8090|109|
8090|109|
8090|109|
35525|5|
35525|5|
35525|5|
35525|5|
35525|5|
35525|5|
35525|5|
35525|5|
35525|5|
35525|5|
35525|5|
35525|5|
35525|5|
35525|5|
35525|5|
35525|5|
35525|5|
35525|5|
35525|5|
35525|5|
35525|5|
35525|5|
35525|5|
35525|5|
35525|5|
35525|5|
35525|5|
35525|5|
35525|5|
35525|5|
35525|5|
35525|5|
35525|5|
35525|5|
35525|5|
35525|5|
35525|5|
35525|5|
35525|5|
35525|5|
35525|5|
35525|5|
35525|5|
35525|5|
35525|5|
35525|5|
35525|5|
35525|5|
35525|5|
35525|5|
35525|5|
35525|5|
35525|5|
35525|5|
35525|5|
35525|5|
35525|5|
35525|5|
35525|5|
35525|5|
35525|5|
35525|5|
35525|5|
35525|5|
35525|5|
35525|5|
35525|5|
35525|5|
35525|5|
35525|5|
