"Species NCBI TaxID"|"Species ECOTOX Number"|
7108|16735|
7108|16735|
7108|16735|
7108|16735|
7108|16735|
7108|16735|
7108|16735|
7108|16735|
7108|16735|
7108|16735|
7108|16735|
7108|16735|
7108|16735|
7108|16735|
7108|16735|
7108|16735|
7108|16735|
7108|16735|
7108|16735|
7108|16735|
7108|16735|
7108|16735|
7108|16735|
7108|16735|
7108|16735|
7108|16735|
7108|16735|
7108|16735|
7108|16735|
7108|16735|
7108|16735|
7108|16735|
7108|16735|
7108|16735|
7108|16735|
7108|16735|
7108|16735|
7108|16735|
7108|16735|
7108|16735|
8479|19527|
8479|19527|
8479|19527|
8479|19527|
8479|19527|
8479|19527|
8479|19527|
9031|5228|
9031|5228|
9031|5228|
9031|5228|
7159|230|
|2422|
|2422|
7176|397|
9036|5229|
9036|5229|
9036|5229|
10090|4913|
10090|4913|
10090|4913|
10090|4913|
10090|4913|
10116|4510|
10116|4510|
10116|4510|
10116|4510|
10116|4510|
4530|3657|
4530|3657|
4530|3657|
4530|3657|
4530|3657|
9036|5229|
9036|5229|
9036|5229|
8519|19135|
10090|4913|
10090|4913|
10090|4913|
10090|4913|
10090|4913|
10090|4913|
7460|4910|
7460|4910|
7460|4910|
7460|4910|
7460|4910|
108727|17397|
108727|17397|
127405|18849|
127405|18849|
127405|18849|
127405|18849|
|42150|
|42150|
4513|3501|
4513|3501|
4513|3501|
4513|3501|
4513|3501|
4513|3501|
4513|3501|
4513|3501|
4513|3501|
4513|3501|
4513|3501|
4513|3501|
4513|3501|
4513|3501|
165846|41717|
165846|41717|
165846|41717|
165846|41717|
165846|41717|
7461|17276|
7461|17276|
7460|4910|
7460|4910|
2056227|41719|
2056227|41719|
2056227|41719|
2056227|41719|
2056227|41719|
39708|41715|
39708|41715|
39708|41715|
82748|18443|
161013|25407|
7460|4910|
7460|4910|
7460|4910|
7460|4910|
7460|4910|
|42155|
|42155|
|42155|
|42155|
76823|19542|
76823|19542|
56106|1341|
56106|1341|
56106|1341|
56106|1341|
56106|1341|
64696|5204|
64696|5204|
10090|4913|
10090|4913|
10090|4913|
10090|4913|
10090|4913|
10090|4913|
10090|4913|
83647|16704|
83647|16704|
10116|4510|
10116|4510|
10116|4510|
10116|4510|
10116|4510|
10116|4510|
10116|4510|
10116|4510|
10116|4510|
10116|4510|
10116|4510|
10116|4510|
10116|4510|
10116|4510|
10116|4510|
10116|4510|
10116|4510|
10116|4510|
10116|4510|
10116|4510|
10116|4510|
10116|4510|
10116|4510|
10116|4510|
10116|4510|
10116|4510|
10116|4510|
10116|4510|
10116|4510|
10116|4510|
10116|4510|
10116|4510|
10116|4510|
10116|4510|
8479|19527|
8479|19527|
8479|19527|
8479|19527|
8479|19527|
8479|19527|
8479|19527|
54477|47165|
54477|47165|
54477|47165|
54477|47165|
8519|19135|
7242|16755|
7242|16755|
7242|16755|
7242|16755|
4513|3501|
4513|3501|
4513|3501|
4513|3501|
4513|3501|
4513|3501|
4513|3501|
4513|3501|
4513|3501|
4513|3501|
4513|3501|
4513|3501|
4513|3501|
4513|3501|
4513|3501|
4513|3501|
49318|4257|
49318|4257|
49318|4257|
49318|4257|
49318|4257|
49318|4257|
49318|4257|
49318|4257|
49318|4257|
49318|4257|
49318|4257|
49318|4257|
49318|4257|
49318|4257|
49318|4257|
49318|4257|
49318|4257|
49318|4257|
49318|4257|
49318|4257|
49318|4257|
49318|4257|
49318|4257|
49318|4257|
4513|3501|
4513|3501|
4513|3501|
4513|3501|
4513|3501|
4513|3501|
4513|3501|
35883|9225|
35883|9225|
35883|9225|
35883|9225|
35883|9225|
35883|9225|
35883|9225|
35883|9225|
35883|9225|
35883|9225|
35883|9225|
36592|3444|
36592|3444|
36592|3444|
36592|3444|
36592|3444|
36592|3444|
7227|11975|
7227|11975|
56350|4471|
56350|4471|
56350|4471|
56350|4471|
56350|4471|
56350|4471|
56350|4471|
56350|4471|
56350|4471|
56350|4471|
56350|4471|
56350|4471|
56350|4471|
56350|4471|
56350|4471|
56350|4471|
56350|4471|
56350|4471|
6396|4991|
6396|4991|
6396|4991|
6396|4991|
6396|4991|
6396|4991|
9031|5228|
9031|5228|
9031|5228|
9031|5228|
9031|5228|
9031|5228|
9031|5228|
9031|5228|
9031|5228|
9031|5228|
9031|5228|
9031|5228|
9031|5228|
9031|5228|
9031|5228|
9031|5228|
9031|5228|
9031|5228|
9031|5228|
9031|5228|
9031|5228|
9031|5228|
9031|5228|
9031|5228|
9031|5228|
9031|5228|
9031|5228|
9031|5228|
4565|3930|
4565|3930|
4565|3930|
4565|3930|
4565|3930|
4565|3930|
4565|3930|
6239|4550|
6239|4550|
6239|4550|
6239|4550|
6239|4550|
6239|4550|
6239|4550|
6239|4550|
6239|4550|
6239|4550|
6239|4550|
6239|4550|
6239|4550|
6239|4550|
6239|4550|
6239|4550|
6239|4550|
6239|4550|
6239|4550|
6239|4550|
6239|4550|
6239|4550|
6239|4550|
6239|4550|
6239|4550|
6239|4550|
6239|4550|
6239|4550|
6239|4550|
6239|4550|
6239|4550|
6239|4550|
6239|4550|
6239|4550|
6239|4550|
6239|4550|
6239|4550|
6239|4550|
6239|4550|
6239|4550|
6239|4550|
6239|4550|
6239|4550|
6239|4550|
6239|4550|
6239|4550|
6239|4550|
6239|4550|
8479|19527|
8479|19527|
8479|19527|
8479|19527|
8479|19527|
8479|19527|
8479|19527|
9031|5228|
9031|5228|
9031|5228|
9031|5228|
9031|5228|
9031|5228|
9031|5228|
9031|5228|
9031|5228|
9031|5228|
9031|5228|
9031|5228|
9031|5228|
9031|5228|
9031|5228|
9031|5228|
9031|5228|
9031|5228|
9031|5228|
9031|5228|
9031|5228|
9031|5228|
9031|5228|
9031|5228|
9031|5228|
9031|5228|
9031|5228|
9031|5228|
9031|5228|
9031|5228|
9031|5228|
236805|15976|
236805|15976|
236805|15976|
236805|15976|
236805|15976|
236805|15976|
236805|15976|
236805|15976|
236805|15976|
9031|5228|
9031|5228|
9031|5228|
9031|5228|
9031|5228|
9031|5228|
9031|5228|
9031|5228|
9031|5228|
9031|5228|
9031|5228|
9031|5228|
9031|5228|
9031|5228|
9031|5228|
9031|5228|
9031|5228|
9031|5228|
9031|5228|
9031|5228|
9031|5228|
9031|5228|
9031|5228|
9031|5228|
9031|5228|
9031|5228|
9031|5228|
9031|5228|
9031|5228|
9031|5228|
9031|5228|
9031|5228|
9031|5228|
9031|5228|
9031|5228|
9031|5228|
9031|5228|
9031|5228|
9031|5228|
9031|5228|
9031|5228|
9031|5228|
9031|5228|
9031|5228|
9031|5228|
9031|5228|
4679|3000|
4679|3000|
4679|3000|
4679|3000|
4679|3000|
4679|3000|
4679|3000|
4679|3000|
4679|3000|
4498|3194|
4498|3194|
4498|3194|
4498|3194|
4498|3194|
4498|3194|
4498|3194|
4498|3194|
4498|3194|
1950114|53028|
1950114|53028|
1950114|53028|
1950114|53028|
1950114|53028|
1950114|53028|
1950114|53028|
1950114|53028|
1950114|53028|
1950114|53028|
1950114|53028|
1950114|53028|
1950114|53028|
1950114|53028|
1950114|53028|
1950114|53028|
1950114|53028|
1950114|53028|
1950114|53028|
1950114|53028|
1950114|53028|
3659|3369|
3659|3369|
3659|3369|
3659|3369|
3659|3369|
3659|3369|
3659|3369|
3659|3369|
6396|4991|
6396|4991|
6396|4991|
6396|4991|
6396|4991|
6396|4991|
6396|4991|
6396|4991|
6396|4991|
6396|4991|
6396|4991|
6396|4991|
6396|4991|
6396|4991|
6396|4991|
6396|4991|
6396|4991|
6396|4991|
6396|4991|
6396|4991|
6396|4991|
6396|4991|
6396|4991|
6396|4991|
6396|4991|
6396|4991|
6396|4991|
6396|4991|
6396|4991|
6396|4991|
6396|4991|
6396|4991|
6396|4991|
6396|4991|
6396|4991|
6396|4991|
6396|4991|
6396|4991|
6396|4991|
6396|4991|
6396|4991|
6396|4991|
6396|4991|
6396|4991|
6396|4991|
6396|4991|
6396|4991|
6396|4991|
6396|4991|
6396|4991|
6396|4991|
6396|4991|
6396|4991|
6396|4991|
6396|4991|
6396|4991|
6396|4991|
6396|4991|
6396|4991|
6396|4991|
6396|4991|
6396|4991|
6396|4991|
6396|4991|
6396|4991|
6396|4991|
6396|4991|
6396|4991|
6396|4991|
6396|4991|
6396|4991|
6396|4991|
6396|4991|
6396|4991|
6396|4991|
6396|4991|
6396|4991|
6396|4991|
6396|4991|
6396|4991|
6396|4991|
6396|4991|
6396|4991|
6396|4991|
6396|4991|
6396|4991|
6396|4991|
6396|4991|
6396|4991|
6396|4991|
6396|4991|
6396|4991|
6396|4991|
6396|4991|
6396|4991|
6396|4991|
6396|4991|
6396|4991|
6396|4991|
4522|3581|
4522|3581|
4522|3581|
4522|3581|
4522|3581|
4522|3581|
3879|3615|
3879|3615|
3879|3615|
3879|3615|
3879|3615|
3879|3615|
3879|3615|
3879|3615|
3726|3820|
3726|3820|
3726|3820|
3726|3820|
3726|3820|
3726|3820|
3726|3820|
3726|3820|
3726|3820|
3726|3820|
4565|3930|
4565|3930|
4565|3930|
4565|3930|
4565|3930|
4565|3930|
4565|3930|
4513|3501|
4513|3501|
4513|3501|
4513|3501|
4513|3501|
4513|3501|
4513|3501|
35883|9225|
35883|9225|
35883|9225|
35883|9225|
35883|9225|
35883|9225|
4081|24669|
4081|24669|
4081|24669|
4081|24669|
4081|24669|
4081|24669|
4081|24669|
4081|24669|
4081|24669|
4081|24669|
4081|24669|
4081|24669|
4081|24669|
4081|24669|
4081|24669|
4081|24669|
4081|24669|
4081|24669|
4081|24669|
4081|24669|
4081|24669|
4081|24669|
4081|24669|
4081|24669|
4081|24669|
4081|24669|
4081|24669|
4081|24669|
4081|24669|
4081|24669|
4081|24669|
4081|24669|
4081|24669|
4081|24669|
4081|24669|
4081|24669|
4081|24669|
4081|24669|
4081|24669|
4081|24669|
4081|24669|
4081|24669|
4081|24669|
4081|24669|
4081|24669|
4081|24669|
4081|24669|
4081|24669|
4081|24669|
4081|24669|
4081|24669|
4081|24669|
4081|24669|
4081|24669|
4081|24669|
4081|24669|
4081|24669|
4081|24669|
4081|24669|
4081|24669|
4081|24669|
4081|24669|
4081|24669|
4081|24669|
4081|24669|
4081|24669|
4081|24669|
4081|24669|
49123|47796|
4513|3501|
4513|3501|
4513|3501|
4513|3501|
4513|3501|
4513|3501|
4513|3501|
4513|3501|
4513|3501|
4513|3501|
4513|3501|
4513|3501|
4513|3501|
4513|3501|
4513|3501|
4513|3501|
4513|3501|
4513|3501|
49318|4257|
49318|4257|
49318|4257|
49318|4257|
49318|4257|
49318|4257|
49318|4257|
49318|4257|
49318|4257|
49318|4257|
49318|4257|
49318|4257|
49318|4257|
49318|4257|
49318|4257|
49318|4257|
49318|4257|
49318|4257|
49318|4257|
49318|4257|
49318|4257|
49318|4257|
49318|4257|
49318|4257|
|5033|
|5033|
|5033|
|5033|
|5033|
|5033|
|5033|
|5033|
|5033|
|5033|
|5033|
|5033|
|5033|
|5033|
|5033|
4513|3501|
4513|3501|
4513|3501|
4513|3501|
4513|3501|
4513|3501|
7227|11975|
7227|11975|
7227|11975|
7227|11975|
7227|11975|
7227|11975|
7227|11975|
7227|11975|
7227|11975|
35883|9225|
35883|9225|
35883|9225|
35883|9225|
35883|9225|
35883|9225|
35883|9225|
35883|9225|
35883|9225|
35883|9225|
35883|9225|
1950114|53028|
1950114|53028|
1950114|53028|
1950114|53028|
1950114|53028|
1950114|53028|
1950114|53028|
1950114|53028|
1950114|53028|
1950114|53028|
1950114|53028|
1950114|53028|
1950114|53028|
1950114|53028|
1950114|53028|
1950114|53028|
1950114|53028|
1950114|53028|
1950114|53028|
1950114|53028|
1950114|53028|
1950114|53028|
1950114|53028|
1950114|53028|
1950114|53028|
1950114|53028|
1950114|53028|
1950114|53028|
1950114|53028|
1950114|53028|
1950114|53028|
1950114|53028|
1950114|53028|
1950114|53028|
1950114|53028|
1950114|53028|
1950114|53028|
1950114|53028|
1950114|53028|
1950114|53028|
