Endpoint|"Species NCBI TaxID"|"Species ECOTOX Number"|
LC50|8400|812|
LC50|199487|598|
LC50|577406|51977|
LC50|199487|598|
LC50|29019|17738|
LC50|91582|2638|
LC50|6706|346|
LC50|199487|598|
LC50|6728|102|
LC50|6706|346|
LC50|77651|973|
LC50|35525|5|
LC50|221654|302|
LC50|35525|5|
LC50|221654|302|
LC50|117530|2371|
LC50|117530|2371|
LC50|117530|2371|
LC50|35525|5|
LC50|8284|1015|
LC50|313441|1632|
LC50|643331|19175|
LC50|84645|202|
LC50|66913|2618|
LC50|304456|418|
LC50|313441|1632|
LC50|683832|422|
LC50|304456|418|
LC50|64144|351|
LC50|84645|202|
LC50|59899|113|
LC50|59899|113|
LC50|84645|202|
LC50|13106|2|
LC50|7955|5156|
LC50|33397|81|
LC50||2422|
LC50||1049|
LC50||1847|
LC50|33397|81|
LC50|7192|1173|
LC50|33397|81|
LC50|33397|81|
LC50|33397|81|
LC50||2422|
LC50|7176|397|
LC50|33397|81|
LC50||2422|
LC50||15794|
LC50|33397|81|
LC50|7176|397|
LC50|7176|397|
LC50|38782|1545|
LC50||15794|
LC50|7176|397|
LC50|33397|81|
LC50|7176|397|
LC50|7176|397|
LC50||15794|
LC50|7176|397|
LC50|7176|397|
LC50|33397|81|
LC50||1847|
LC50|33397|81|
LC50||15794|
LC50||15794|
LC50|7176|397|
LC50|33397|81|
LC50||1049|
LC50|7176|397|
LC50|7176|397|
LC50||1847|
LC50|33397|81|
LC50||15794|
LC50|33397|81|
LC50|7176|397|
LC50|33397|81|
LC50|33397|81|
LC50|7159|230|
LC50|7159|230|
LC50|7159|230|
LC50|7159|230|
LC50|7159|230|
LC50|7159|230|
LC50|7159|230|
LC50|7159|230|
LC50|7159|230|
LC50|7159|230|
LC50|7159|230|
LC50|7159|230|
LC50|7159|230|
LC50|7159|230|
LC50|7159|230|
LC50|7159|230|
LC50|7159|230|
LC50|7159|230|
LC50|7159|230|
LC50|7159|230|
LC50|7159|230|
LC50|7159|230|
LC50|7159|230|
LC50|7159|230|
LC50|7159|230|
LC50|7159|230|
LC50|7159|230|
LC50|7159|230|
LC50|7159|230|
LC50|7160|1770|
LC50|7160|1770|
LC50|7160|1770|
LC50|7160|1770|
LC50|7160|1770|
LC50|7160|1770|
LC50|7160|1770|
LC50|7160|1770|
LC50|37688|10300|
LC50|7955|5156|
LC50|7955|5156|
LC50|6669|8|
LC50|7962|21|
LC50|8090|109|
LC50|8090|109|
LC50|8090|109|
LC50|8090|109|
LC50|35525|5|
LC50|35525|5|
LC50|35525|5|
LC50|35525|5|
LC50|35525|5|
LC50|35525|5|
LC50|35525|5|
LC50|245772|17569|
LC50|8081|28|
LC50||1049|
LC50||18421|
LC50||2422|
LC50||1847|
LC50||2422|
LC50|7176|397|
LC50||2422|
LC50||1049|
LC50|38782|1545|
LC50|7159|230|
LC50|7159|230|
LC50|7159|230|
LC50|7159|230|
LC50|315576|964|
LC50|7159|230|
LC50|7159|230|
LC50|169422|1451|
LC50|7159|230|
LC50|7159|230|
LC50|7159|230|
LC50|7159|230|
LC50|7159|230|
LC50|7159|230|
LC50|169422|1451|
LC50|7159|230|
LC50|7159|230|
LC50|7159|230|
LC50|169422|1451|
LC50|7159|230|
LC50|7159|230|
LC50|10195|345|
LC50|50959|494|
LC50|106804|31617|
LC50||1618|
LC50|6183|4411|
LC50|6183|4411|
LC50|8400|812|
LC50|8400|812|
LC50|8400|812|
LC50|8400|812|
LC50|35525|5|
LC50|294128|52|
LC50|35525|5|
LC50|8175|11036|
LC50|8019|23|
LC50|8019|23|
LC50|74940|22|
LC50|8019|23|
LC50|74940|22|
LC50|74940|22|
LC50|74940|22|
LC50|8019|23|
LC50|8022|4|
LC50|8022|4|
LC50|8022|4|
LC50|8022|4|
LC50|50959|494|
LC50|7955|5156|
LC50|7159|230|
LC50|7159|230|
LC50|7159|230|
LC50|7159|230|
LC50|7159|230|
LC50|7159|230|
LC50|7160|1770|
LC50|7160|1770|
LC50|35525|5|
LC50|6669|8|
LC50|117530|2371|
LC50|117530|2371|
LC50|90988|1|
LC50|90988|1|
LC50|8090|109|
LC50|36177|2516|
LC50|7159|230|
LC50|7159|230|
LC50|7159|230|
LC50|7159|230|
LC50|7955|5156|
LC50|7962|21|
LC50|553009|17907|
LC50|53944|1005|
LC50|399978|4789|
LC50|35525|5|
LC50|6763|76|
LC50|6763|76|
LC50|35525|5|
LC50|294128|52|
LC50|7962|21|
LC50|7962|21|
LC50|37688|10300|
LC50|37688|10300|
LC50|37688|10300|
LC50|37688|10300|
LC50|7962|21|
LC50|8296|1701|
LC50|8296|1701|
LC50|8296|1701|
LC50|8296|1701|
LC50|8296|1701|
LC50|8296|1701|
LC50|8296|1701|
LC50|8296|1701|
LC50|8296|1701|
LC50|8355|206|
LC50|8355|206|
LC50|8355|206|
LC50|8355|206|
LC50|8355|206|
LC50|8355|206|
LC50|8355|206|
LC50|8355|206|
LC50|8355|206|
LC50|8355|206|
LC50|8355|206|
LC50|8355|206|
LC50|8355|206|
LC50|8355|206|
LC50|527150|28806|
LC50|527150|28806|
LC50|527150|28806|
LC50|294128|52|
LC50|294128|52|
LC50|294128|52|
LC50|6669|8|
LC50|6669|8|
LC50|6669|8|
LC50|294128|52|
LC50|294128|52|
LC50|117530|2371|
LC50|117530|2371|
LC50|117530|2371|
LC50|294128|52|
LD50|103479|407|
LC50|85549|366|
LC50|8022|4|
LC50|37688|10300|
LC50|35525|5|
LC50|6661|3004|
LC50|6661|3004|
LC50|35525|5|
LC50|35525|5|
LC50|7955|5156|
LC50|37688|10300|
LC50|10195|345|
LC50|84645|202|
LC50|7955|5156|
LC50|7159|230|
LC50|7159|230|
LC50|7160|1770|
LC50|7160|1770|
LC50|55810|495|
LC50||1640|
LC50||1640|
LC50||1640|
LC50||1640|
LC50|45438|2353|
LC50|8404|358|
LC50|8404|358|
LC50|8404|358|
LC50|158387|6038|
LC50|35525|5|
LC50|158387|6038|
LC50|7955|5156|
LC50|117530|2371|
LC50|117530|2371|
LC50|90988|1|
LC50|90988|1|
LC50|117530|2371|
LC50|7955|5156|
LC50|158387|6038|
LC50|30360|4646|
LC50|30360|4646|
LC50|8404|358|
LC50|8404|358|
LC50|8355|206|
LC50|8355|206|
LC50|136180|376|
LC50|136180|376|
LC50|136180|376|
LC50|136180|376|
LC50|8128|485|
LC50|13013|2079|
LC50|683832|422|
LC50|13106|2|
LC50|13106|2|
LC50|69293|97|
LC50|7962|21|
LC50|7962|21|
LC50|7962|21|
LC50|110441|142|
LC50|110441|142|
LC50|35525|5|
LC50|6087|2807|
LC50|141395|2309|
LC50||20391|
LC50|85549|366|
LC50|527150|28806|
LC50|527150|28806|
LC50|527150|28806|
LC50|6663|10938|
LC50|77756|1258|
LC50||2682|
LC50||20391|
LC50|527158|2685|
LC50||20391|
LC50||20391|
LC50||20391|
LC50||2682|
LC50|6669|8|
LC50|117530|2371|
LC50|117530|2371|
LC50|117530|2371|
LC50|117530|2371|
LC50|6669|8|
LC50|35525|5|
LC50|6669|8|
LC50|37273|4393|
LC50|1213214|16102|
LC50|109671|899|
LC50|6596|55|
LC50|6596|55|
LC50|6596|55|
LC50|6596|55|
LC50|6596|55|
LC50|6596|55|
LC50|6596|55|
LC50|6161|4764|
LC50|6161|4764|
LC50|6161|4764|
LC50|6161|4764|
LC50|6756|1495|
LC50|6756|1495|
LC50|6756|1495|
LC50|6756|1495|
LC50|6756|1495|
LC50|6756|1495|
LC50|6756|1495|
LC50|6756|1495|
LC50|6756|1495|
LC50|6756|1495|
LC50|6756|1495|
LC50|6756|1495|
LC50|141264|20140|
LC50|80977|20650|
LC50|141264|20140|
LC50|80977|20650|
LC50|141264|20140|
LC50|141264|20140|
LC50|37688|10300|
LC50|37688|10300|
LC50|37688|10300|
LC50|37688|10300|
LC50|91582|2638|
LC50|104777|1747|
LC50|53944|1005|
LC50|553009|17907|
LC50|221654|302|
LC50|6763|76|
LC50|221654|302|
LC50|294128|52|
LC50|6763|76|
LC50|294128|52|
LC50||4676|
LC50||4676|
LC50|294128|52|
LC50||4676|
LC50|6596|55|
LC50|132493|17924|
LC50|132493|17924|
LC50|132493|17924|
LC50|132493|17924|
LC50|132493|17924|
LC50|132493|17924|
LD50|132493|17924|
LD50|132493|17924|
LD50|132493|17924|
LD50|132493|17924|
LD50|132493|17924|
LD50|132493|17924|
LC50|103373|368|
LC50|103373|368|
LC50|103373|368|
LC50||4985|
LC50|103373|368|
LC50|103373|368|
LC50|35528|2055|
LC50|91582|2638|
LC50|91582|2638|
LC50|362306|5356|
LC50|150844|901|
LC50|150844|901|
LC50||19045|
LC50|29019|17738|
LC50|91582|2638|
LC50|362306|5356|
LC50|91582|2638|
LC50|91582|2638|
LC50|91582|2638|
LC50|91582|2638|
LC50|91582|2638|
LC50||19045|
LC50|91582|2638|
LC50|42853|2450|
LC50|42853|2450|
LC50|91582|2638|
LC50|35528|2055|
LC50|117530|2371|
LC50|117530|2371|
LC50|294128|52|
LC50|6669|8|
LC50|35525|5|
LC50|35525|5|
LC50|294128|52|
LC50|117530|2371|
LC50|6669|8|
LC50|6689|11779|
LC50|84645|202|
LC50|84645|202|
LC50|162147|17257|
LD50|7962|21|
LD50|7962|21|
LC50||1049|
LC50||1049|
LC50|396692|631|
LC50|396692|631|
LC50|396692|631|
LC50|91582|2638|
LC50|35525|5|
LC50|294128|52|
LC50|8090|109|
LC50|8090|109|
LC50|8090|109|
LC50|8090|109|
LC50|8090|109|
LC50|8090|109|
LC50|8090|109|
LC50|315576|964|
LC50|7153|85|
LC50|6087|2807|
LC50|61662|640|
LC50||1009|
LC50|42892|4844|
LC50|683832|422|
LC50|37688|10300|
LC50|37688|10300|
LC50|37688|10300|
LC50|37688|10300|
LC50|29158|385|
LC50|6087|2807|
LC50|382061|1403|
LC50|382061|1403|
LC50|382061|1403|
LC50|382061|1403|
LC50|90988|1|
LC50|90988|1|
LC50|37688|10300|
LC50|37688|10300|
LC50|37688|10300|
LC50|37688|10300|
LC50|126586|20097|
LC50|126586|20097|
LC50|645159|730|
LC50|645159|730|
LC50|85549|366|
LC50||212|
LC50|8022|4|
LC50|768087|21354|
LC50|768087|21354|
LC50|37688|10300|
LC50|160499|17201|
LC50|47562|3052|
LC50|30335|1146|
LC50|160499|17201|
LC50|30335|1146|
LC50||18429|
LC50||20193|
LC50||18429|
LC50||18429|
LC50||18429|
LC50||18429|
LC50||18429|
LC50||18429|
LC50||18429|
LC50|315709|27|
LC50|117530|2371|
LC50|35525|5|
LC50|294128|52|
LC50|117530|2371|
LC50|117530|2371|
LC50|117530|2371|
LC50|35525|5|
LC50|117530|2371|
LC50|35525|5|
LC50|7962|1520|
LC50|94993|2231|
LC50|13013|2079|
LC50|86928|16740|
LC50|8128|485|
LC50|8113|7209|
LC50|64152|528|
LC50|8128|485|
LC50|304456|418|
LC50|381606|17044|
LC50|61971|1185|
LC50|7962|1520|
LC50|86928|16740|
LC50|13013|2079|
LC50|64144|351|
LC50|8081|28|
LC50|90988|1|
LC50|90988|1|
LC50|74940|22|
LC50|74940|22|
LC50|74940|22|
LC50|74940|22|
LC50|7959|201|
LC50|7959|201|
LC50|7959|201|
LC50|7959|201|
LC50||1049|
LC50||1049|
LC50|1351856|16413|
LC50|1351856|16413|
LC50|248186|17546|
LC50|7159|230|
LC50||20387|
LC50||20387|
LC50|10195|345|
LC50|296775|5493|
LC50|52383|5940|
LC50||1618|
LC50||1618|
LC50|35523|241|
LC50|35525|5|
LC50|35523|241|
LC50|35525|5|
LC50|35523|241|
LC50|35525|5|
LC50|35523|241|
LC50|35525|5|
LC50|35523|241|
LC50|35525|5|
LC50|35525|5|
LC50|91582|2638|
LC50|37688|10300|
LC50|35523|241|
LC50|35525|5|
LC50|6663|10938|
LC50|37273|4393|
LC50|7955|5156|
LC50|7159|230|
LC50|7159|230|
LC50|7159|230|
LC50|7159|230|
LC50|7159|230|
LC50|7159|230|
LC50|7160|1770|
LC50|33397|81|
LC50|33397|81|
LC50|33397|81|
LC50|33397|81|
LC50|33397|81|
LC50|33397|81|
LC50|33397|81|
LC50|33397|81|
LC50|33397|81|
LC50|33397|81|
LC50|33397|81|
LC50|33397|81|
LC50|33397|81|
LC50|33397|81|
LC50|33397|81|
LC50|7159|230|
LC50|7159|230|
LC50|7160|1770|
LC50|7160|1770|
LC50|33528|16|
LC50|33528|16|
LC50|33528|16|
LC50|8081|28|
LC50||18746|
LC50||18746|
LC50|7159|230|
LC50|50959|494|
LC50|7962|21|
LC50|7962|21|
LC50|7159|230|
LC50|7159|230|
LC50|7159|230|
LC50|7159|230|
LC50|50959|494|
LC50|7962|21|
LC50|7962|21|
LC50|91582|2638|
LC50|294128|52|
LC50|35525|5|
LC50|117530|2371|
LC50|8090|109|
LC50|8090|109|
LC50|7955|5156|
LC50|6669|8|
LC50|7962|21|
LC50|7955|5156|
LC50|7159|230|
LC50|7955|5156|
LC50|7962|21|
LC50|37688|10300|
LC50|37688|10300|
LC50|37688|10300|
LC50|37688|10300|
LC50|7955|5156|
LC50|6669|8|
LC50|7962|21|
LC50|7955|5156|
LC50|7159|230|
LC50|7160|1770|
LC50|7962|21|
LC50|7962|21|
LC50|7962|21|
LC50|7962|21|
LC50|35525|5|
LC50|35525|5|
LC50|7955|5156|
LC50|7955|5156|
LC50|7955|5156|
LC50|7955|5156|
LD50|7955|5156|
LD50|7957|25|
LC50|8355|206|
LC50|315576|964|
LC50||20369|
LC50|7159|230|
LC50|7159|230|
LC50|7159|230|
LC50|7160|1770|
LC50|7160|1770|
LC50|7160|1770|
LC50|7955|5156|
LC50|8130|2495|
LC50|6669|8|
LC50|7962|21|
LD50||18950|
LC50|6669|8|
LC50|7962|21|
LC50|294128|52|
LC50|294128|52|
LC50|294128|52|
LC50|294128|52|
LC50|294128|52|
LC50|294128|52|
LC50|294128|52|
LC50|294128|52|
LC50|294128|52|
LC50|294128|52|
LC50|294128|52|
LC50|294128|52|
LC50|7955|5156|
LC50|6669|8|
LC50|7962|21|
LC50|6669|8|
LC50|7962|21|
LC50|7955|5156|
LC50|1365757|17584|
LC50|1282961|15996|
LC50|315576|964|
LC50|6663|10938|
LC50|37273|4393|
LC50|7955|5156|
LC50|8175|11036|
LC50|7159|230|
LC50|7160|1770|
LC50|223650|1577|
LC50|85549|366|
LC50|158387|6038|
LC50|6523|294|
LC50|6523|294|
LC50|6523|294|
LC50|6523|294|
LC50|35525|5|
LC50|35525|5|
LC50|7936|574|
LC50|7936|574|
LC50|7936|574|
LC50|7936|574|
LC50|91582|2638|
LC50|8090|109|
LC50|8090|109|
LC50|6087|2807|
LC50|104777|1747|
LC50|8090|109|
LC50|8090|109|
LC50|6087|2807|
LC50|35525|5|
LC50|35525|5|
LC50|35525|5|
LC50|7962|21|
LC50|29019|17738|
LC50|35525|5|
LC50|35525|5|
LC50|6669|8|
LC50|7962|21|
LC50|6663|10938|
LC50|35525|5|
LC50|37273|4393|
LC50|315576|964|
LC50|61662|640|
LC50|13106|2|
LC50|91582|2638|
LC50|104777|1747|
LC50|8130|2495|
LC50|8130|2495|
LC50|35525|5|
LC50|35525|5|
LC50|35525|5|
LC50|35525|5|
LC50|35525|5|
LC50|35525|5|
LC50|35525|5|
LC50|35525|5|
LC50|35525|5|
LC50|35525|5|
LC50|512215|19939|
LC50||19937|
LC50|298466|19936|
LC50||19938|
LC50||17197|
LC50|512215|19939|
LC50|35525|5|
LC50|294128|52|
LC50|8022|4|
LC50|8022|4|
LC50|8022|4|
LC50|8022|4|
LC50|160499|17201|
LC50||486|
LC50|399978|4789|
LC50|399978|4789|
LC50|294128|52|
LC50|294128|52|
LC50|91582|2638|
LC50|35525|5|
LC50|294128|52|
LC50|8022|4|
LC50|8022|4|
LC50|8022|4|
LC50|8022|4|
LC50|8404|358|
LC50|8404|358|
LC50|145282|1920|
LC50|145282|1920|
LC50|136180|376|
LC50|35525|5|
LC50|117530|2371|
LC50|30751|5593|
LC50|51549|353|
LC50|37289|17737|
LC50|1213214|16102|
LC50|104777|1747|
LC50|37688|10300|
LC50|7159|230|
LC50|7159|230|
LC50|7160|1770|
LC50|90988|1|
LC50|90988|1|
LC50|90988|1|
LC50|90988|1|
LC50||212|
LC50|136180|376|
LC50|8090|109|
LC50|315576|964|
LC50|96914|17111|
LC50|96914|17111|
LC50|96914|17111|
LC50|96914|17111|
LC50|96914|17111|
LC50|96914|17111|
LC50|96914|17111|
LC50|96914|17111|
LC50|587144|347|
LC50|587144|347|
LC50|69293|97|
LC50|91582|2638|
LC50|91582|2638|
LC50|35525|5|
LC50|35525|5|
LC50|35525|5|
LC50|35525|5|
LC50|7955|5156|
LC50|7955|5156|
LC50|6239|4550|
LC50|6239|4550|
LC50||20406|
LC50||20406|
LC50|91582|2638|
LC50|91582|2638|
LC50|35525|5|
LC50|35525|5|
LC50|7955|5156|
LC50|6526|577|
LC50|7962|21|
LC50|7962|21|
LC50|7962|21|
LC50|304456|418|
LC50|7955|5156|
LC50|7955|5156|
LC50|7955|5156|
LC50|8022|4|
LC50|8022|4|
LC50|8022|4|
LC50|8022|4|
LC50|110441|142|
LC50|110441|142|
LC50|8400|812|
LC50|8400|812|
LC50|8400|812|
LC50|8400|812|
LC50|8400|812|
LC50|294128|52|
LC50|294128|52|
LC50|294128|52|
LC50|117530|2371|
LC50|337539|308|
LC50|33528|16|
LC50|337539|308|
LC50|337539|308|
LC50|337539|308|
LC50|90988|1|
LC50|7176|397|
LC50|7176|397|
LC50|35525|5|
LC50|35525|5|
LC50|35525|5|
LD50|35525|5|
LD50|35525|5|
LC50|6239|4550|
LC50|6239|4550|
LC50|77745|171|
LC50|1540031|18625|
LC50|1540031|18625|
LC50|1540031|18625|
LC50|1540031|18625|
LC50|1540031|18625|
LC50|1540031|18625|
LC50|1540031|18625|
LC50|1540031|18625|
LC50|223992|5671|
LC50|223992|5671|
LC50||5834|
LC50||16369|
LC50|390825|16368|
LC50|223992|5671|
LC50|390825|16368|
LC50||16369|
LC50||16369|
LC50|223992|5671|
LC50||5834|
LC50||5834|
LC50|390825|16368|
LC50|223992|5671|
LC50|8090|109|
LC50|8090|109|
LC50|50959|494|
LC50|50959|494|
LC50|106804|31617|
LC50|50959|494|
LC50|106804|31617|
LC50|106804|31617|
LC50|6386|532|
LC50|6386|532|
LC50|6386|532|
LC50|6386|532|
LC50|158387|6038|
LC50|8175|11036|
LC50|8175|11036|
LC50|34814|20125|
LC50|6485|5387|
LC50|6485|5387|
LC50|6485|5387|
LC50|6485|5387|
LC50|216498|5611|
LC50|216498|5611|
LC50|216498|5611|
LC50|216498|5611|
LC50|216498|5611|
LC50|50959|494|
LC50||18429|
LC50||18429|
LC50|35525|5|
LC50|59899|113|
LC50|84645|202|
LC50|59899|113|
LC50|37289|17737|
LC50|7962|21|
LC50|7962|21|
LC50|7965|2266|
LC50|7959|201|
LC50||2422|
LC50|5885|1165|
LC50|160499|17201|
LC50|66913|2618|
LC50|315576|964|
LC50|90988|1|
LC50|192200|32417|
LC50|8022|4|
LC50|8037|16179|
LC50|143350|4755|
LD50|8090|109|
LD50|8090|109|
LD50|8022|4|
LD50|8022|4|
LD50|8022|4|
LD50|8022|4|
LC50|7962|21|
LC50|8404|358|
LC50|35525|5|
LC50|35525|5|
LC50|35525|5|
LC50||486|
LC50|85549|366|
LC50|221654|302|
LC50|221654|302|
LC50|221654|302|
LC50|221654|302|
LC50|221654|302|
LC50|221654|302|
LC50|221654|302|
LC50|221654|302|
LC50|158387|6038|
LC50|158387|6038|
LC50|1042268|4612|
LC50|221654|302|
LC50|1042268|4612|
LC50|221654|302|
LC50|221654|302|
LC50|158387|6038|
LC50|158387|6038|
LC50|158387|6038|
LC50|158387|6038|
LC50|117530|2371|
LC50|1042268|4612|
LC50|221654|302|
LC50|221654|302|
LC50|221654|302|
LC50|221654|302|
LC50|221654|302|
LC50|221654|302|
LC50|117530|2371|
LC50|221654|302|
LC50|117530|2371|
LC50|1042268|4612|
LC50|158387|6038|
LC50|158387|6038|
LC50|158387|6038|
LC50|221654|302|
LC50|221654|302|
LC50|158387|6038|
LC50|158387|6038|
LC50|158387|6038|
LC50|158387|6038|
LC50|35525|5|
LC50|35525|5|
LC50|221654|302|
LC50|221654|302|
LC50|221654|302|
LC50|221654|302|
LC50|221654|302|
LC50|221654|302|
LC50|158387|6038|
LC50|221654|302|
LC50|221654|302|
LC50|117530|2371|
LC50|35525|5|
LC50|158387|6038|
LC50|158387|6038|
LC50|158387|6038|
LC50|90988|1|
LC50|90988|1|
LC50|90988|1|
LC50|90988|1|
LC50|30301|4417|
LC50|1179|1476|
LC50||18429|
LC50||18429|
LC50|35525|5|
LC50|8022|4|
LC50|42526|20159|
LC50|315576|964|
LC50|7153|85|
LC50|6526|577|
LC50|61662|640|
LC50|126586|20097|
LC50|126586|20097|
LC50||486|
LC50|38577|1194|
LC50|38577|1194|
LC50|38577|1194|
LC50|38577|1194|
LC50|38577|1194|
LC50|38577|1194|
LC50|38577|1194|
LC50|160499|17201|
LC50|38577|1194|
LC50|38577|1194|
LC50|47562|3052|
LC50|38577|1194|
LC50|38577|1194|
LC50||16801|
LC50||16801|
LC50||16801|
LC50||16801|
LC50|8400|812|
LC50|8400|812|
LC50|8355|206|
LC50|8400|812|
LC50|8400|812|
LC50|8400|812|
LC50|8400|812|
LC50|8355|206|
LC50|8400|812|
LC50|8400|812|
LC50|159741|1460|
LC50|223650|1577|
LC50|399978|4789|
LC50||27874|
LC50|159741|1460|
LC50|159741|1460|
LC50|159741|1460|
LC50|399978|4789|
LC50|91582|2638|
LC50||27874|
LC50|159741|1460|
LC50|294128|52|
LC50|35525|5|
LC50|294128|52|
LC50|35525|5|
LC50|35525|5|
LC50|294128|52|
LC50|221654|302|
LC50|35525|5|
LC50|1042268|4612|
LC50|88015|649|
LC50|294128|52|
LC50|162147|17257|
LC50|7955|5156|
LC50|7955|5156|
LC50|7962|21|
LC50|8019|23|
LC50|8019|23|
LC50|8019|23|
LC50|8019|23|
LC50|74940|22|
LC50|74940|22|
LC50|74940|22|
LC50|8019|23|
LC50|74940|22|
LC50|8019|23|
LC50|74940|22|
LC50|74940|22|
LC50|74940|22|
LC50|8019|23|
LC50|8019|23|
LC50|74940|22|
LC50|8022|4|
LC50|8022|4|
LC50|8022|4|
LC50|8022|4|
LC50|8022|4|
LC50|8022|4|
LC50|8022|4|
LC50|8022|4|
LC50||5894|
LC50||5894|
LC50||5894|
LC50||5894|
LC50|6596|55|
LC50|52383|5940|
LC50|138589|34471|
LC50|1325193|34314|
LC50|27849|20335|
LC50|37688|10300|
LC50|35525|5|
LC50|35525|5|
LC50|35525|5|
LC50|37688|10300|
LC50||18429|
LC50|6728|102|
LC50||18429|
LC50|8022|4|
LC50|8037|16179|
LC50|8081|28|
LC50|8081|28|
LC50|8081|28|
LC50|8081|28|
LC50|8081|28|
LC50|8081|28|
LC50|8022|4|
LC50|8022|4|
LC50|8022|4|
LC50|8022|4|
LC50|8022|4|
LC50|8022|4|
LC50|8022|4|
LC50|6663|10938|
LC50|6663|10938|
LC50|221654|302|
LC50|35525|5|
LC50|35525|5|
LC50|35525|5|
LC50|6728|102|
LC50|371472|1342|
LC50|371472|1342|
LC50|371472|1342|
LC50|371472|1342|
LC50|371472|1342|
LC50|371472|1342|
LC50|371472|1342|
LC50|158387|6038|
LC50|7159|230|
LC50|37688|10300|
LC50|8022|4|
LC50|8022|4|
LC50|8037|16179|
LC50|35525|5|
LC50|35525|5|
LC50|35525|5|
LC50|7957|25|
LC50|35525|5|
LC50|35525|5|
LC50|35525|5|
LC50|84645|202|
LC50|35523|241|
LC50|35525|5|
LC50|50959|494|
LC50|8404|358|
LC50|8404|358|
LC50|8404|358|
LC50|8404|358|
LC50|8404|358|
LC50|274642|5973|
LC50|35523|241|
LC50|274642|5973|
LC50|274642|5973|
LC50|274642|5973|
LC50|35525|5|
LC50|35525|5|
LC50|90988|1|
LC50|5885|1165|
LC50|109671|899|
LC50|109671|899|
LC50|109671|899|
LC50|109671|899|
LC50|6161|4764|
LC50|6161|4764|
LC50|6161|4764|
LC50|6161|4764|
LC50|160499|17201|
LC50|160499|17201|
LC50|8296|1701|
LC50|160499|17201|
LC50|47562|3052|
LC50||5657|
LC50||5657|
LC50||5657|
LC50||5657|
LC50|160499|17201|
LC50|47562|3052|
LC50|8355|206|
LC50|8355|206|
LC50|8355|206|
LC50|8355|206|
LC50|85549|366|
LC50|120202|240|
LC50|79674|648|
LC50|99391|16419|
LC50|99391|16419|
LC50|91582|2638|
LC50|645159|730|
LC50|331407|15674|
LC50||17879|
LC50|1425181|16297|
LC50|85549|366|
LC50|331407|15674|
LC50|120202|240|
LC50|120202|240|
LC50|29019|17738|
LC50|703040|19721|
LC50|703040|19721|
LC50|120202|240|
LC50|120202|240|
LC50|120202|240|
LC50|331407|15674|
LC50|645159|730|
LC50|79674|648|
LC50|703040|19721|
LC50|703040|19721|
LC50|331407|15674|
LC50|77756|1258|
LC50|35525|5|
LC50|35525|5|
LC50|294128|52|
LC50|221654|302|
LC50|294128|52|
LC50|117530|2371|
LC50|294128|52|
LC50|1042268|4612|
LC50|1042268|4612|
LC50|35525|5|
LC50|35525|5|
LC50|117530|2371|
LC50|1042268|4612|
LC50|1042268|4612|
LC50|294128|52|
LC50|294128|52|
LC50|294128|52|
LC50|110441|142|
LC50|117530|2371|
LC50|294128|52|
LC50|294128|52|
LC50|117530|2371|
LC50|52638|2258|
LC50|221654|302|
LC50|294128|52|
LC50|52641|372|
LC50|294128|52|
LC50|117530|2371|
LC50|294128|52|
LC50|294128|52|
LC50|95602|4668|
LC50|95602|4668|
LC50|95602|4668|
LC50|95602|4668|
LC50|95602|4668|
LC50|95602|4668|
LC50|95602|4668|
LC50|95602|4668|
LC50|95602|4668|
LC50|95602|4668|
LC50|95602|4668|
LC50|95602|4668|
LC50|95602|4668|
LC50|95602|4668|
LC50|95602|4668|
LC50|95602|4668|
LC50|95602|4668|
LC50|95602|4668|
LC50|95602|4668|
LC50|95602|4668|
LC50|8127|134|
LC50|13013|2079|
LC50|283036|3056|
LC50|33528|16|
LC50|683832|422|
LC50|8127|134|
LC50|304456|418|
LC50|13013|2079|
LC50|13013|2079|
LC50|304456|418|
LC50|283036|3056|
LC50|84645|202|
LC50|283036|3056|
LC50|72446|572|
LC50|84645|202|
LC50|283036|3056|
LC50|283036|3056|
LC50|8127|134|
LC50|13013|2079|
LC50|8127|134|
LC50|8128|485|
LC50|64549|17733|
LC50|283036|3056|
LC50|283036|3056|
LC50|283036|3056|
LC50|443752|4548|
LC50|683832|422|
LC50|72446|572|
LC50|37289|17737|
LC50|8128|485|
LC50|8127|134|
LC50|283036|3056|
LC50|283036|3056|
LC50|93621|352|
LC50|283036|3056|
LC50|8081|28|
LC50|8081|28|
LC50|90988|1|
LC50|7955|5156|
LC50|13106|2|
LC50|7957|25|
LC50|7962|21|
LC50|7962|21|
LC50|7962|21|
LC50|7962|21|
LC50|7962|21|
LC50|7962|21|
LD50|7962|21|
LD50|7962|21|
LC50|33397|81|
LC50|7192|1173|
LC50|33397|81|
LC50|7175|210|
LC50|33397|81|
LC50|7175|210|
LC50|33397|81|
LC50|7175|210|
LC50|7176|397|
LC50|33397|81|
LC50|7175|210|
LC50|7176|397|
LC50|33397|81|
LC50||18421|
LC50|7192|1173|
LC50|7175|210|
LC50|7176|397|
LC50|7192|1173|
LC50|33397|81|
LC50|7175|210|
LC50|7176|397|
LC50|33397|81|
LC50|33397|81|
LC50|7175|210|
LC50|7176|397|
LC50|33397|81|
LC50|7192|1173|
LC50|7175|210|
LC50|33397|81|
LC50|7192|1173|
LC50|7176|397|
LC50|7176|397|
LC50|7175|210|
LC50|248186|17546|
