"Species NCBI TaxID"|"Species ECOTOX Number"|
96440|49431|
96440|49431|
96440|49431|
8475|16807|
8475|16807|
8475|16807|
8475|16807|
7159|230|
|53314|
|53314|
|53314|
|53314|
|53314|
|53314|
|53314|
|25462|
|25462|
|25462|
|25462|
|25462|
|25462|
7064|10913|
7064|10913|
7064|10913|
7064|10913|
7064|10913|
7064|10913|
7064|10913|
7064|10913|
7064|10913|
7064|10913|
|5033|
169388|16207|
|21129|
5544|18000|
|17817|
6239|4550|
6239|4550|
7176|397|
6396|4991|
6396|4991|
6396|4991|
6396|4991|
6396|4991|
6396|4991|
6396|4991|
6396|4991|
6396|4991|
6396|4991|
6396|4991|
6396|4991|
6396|4991|
|5106|
|5106|
6239|4550|
6239|4550|
51655|11531|
51655|11531|
6239|4550|
6239|4550|
1690317|53315|
1690317|53315|
1690317|53315|
1690317|53315|
1690317|53315|
1690317|53315|
|53314|
|53314|
|53314|
|53314|
|53314|
|53314|
|53314|
|25462|
|25462|
|25462|
|25462|
|25462|
|25462|
84385|16059|
84385|16059|
3702|3160|
3702|3160|
3702|3160|
3702|3160|
3702|3160|
3702|3160|
6239|4550|
6239|4550|
6239|4550|
6239|4550|
6239|4550|
6239|4550|
6239|4550|
6239|4550|
6239|4550|
6239|4550|
6239|4550|
6239|4550|
6239|4550|
6239|4550|
6239|4550|
6239|4550|
6239|4550|
6239|4550|
6239|4550|
6239|4550|
6239|4550|
6239|4550|
6239|4550|
51655|11531|
51655|11531|
168636|7588|
6239|4550|
6239|4550|
6239|4550|
6239|4550|
6239|4550|
6239|4550|
6239|4550|
6239|4550|
6239|4550|
6239|4550|
6239|4550|
6239|4550|
6239|4550|
6239|4550|
6239|4550|
6239|4550|
6239|4550|
6239|4550|
6239|4550|
6239|4550|
6239|4550|
9031|5228|
9031|5228|
9031|5228|
9031|5228|
9031|5228|
9031|5228|
9031|5228|
9031|5228|
9031|5228|
9031|5228|
9031|5228|
9031|5228|
9031|5228|
9031|5228|
9031|5228|
9031|5228|
9031|5228|
9031|5228|
9031|5228|
9031|5228|
9031|5228|
9031|5228|
9031|5228|
9031|5228|
9031|5228|
9031|5228|
9031|5228|
9031|5228|
9031|5228|
9031|5228|
9031|5228|
9031|5228|
9031|5228|
9031|5228|
9031|5228|
9031|5228|
9031|5228|
9031|5228|
9031|5228|
6239|4550|
6239|4550|
6396|4991|
6396|4991|
6396|4991|
6396|4991|
6396|4991|
6396|4991|
6396|4991|
6396|4991|
6396|4991|
6396|4991|
6396|4991|
6396|4991|
6396|4991|
6396|4991|
6396|4991|
6396|4991|
6396|4991|
6396|4991|
6396|4991|
6396|4991|
6396|4991|
6396|4991|
6396|4991|
6396|4991|
6396|4991|
6239|4550|
320797|3240|
320797|3240|
320797|3240|
320797|3240|
320797|3240|
320797|3240|
320797|3240|
320797|3240|
320797|3240|
320797|3240|
320797|3240|
320797|3240|
320797|3240|
320797|3240|
320797|3240|
320797|3240|
320797|3240|
320797|3240|
320797|3240|
320797|3240|
320797|3240|
320797|3240|
320797|3240|
320797|3240|
320797|3240|
320797|3240|
320797|3240|
320797|3240|
320797|3240|
320797|3240|
320797|3240|
320797|3240|
320797|3240|
320797|3240|
320797|3240|
320797|3240|
320797|3240|
320797|3240|
320797|3240|
320797|3240|
320797|3240|
320797|3240|
320797|3240|
320797|3240|
320797|3240|
320797|3240|
320797|3240|
320797|3240|
320797|3240|
320797|3240|
320797|3240|
320797|3240|
320797|3240|
320797|3240|
320797|3240|
320797|3240|
320797|3240|
320797|3240|
320797|3240|
320797|3240|
320797|3240|
320797|3240|
320797|3240|
320797|3240|
320797|3240|
320797|3240|
320797|3240|
320797|3240|
320797|3240|
320797|3240|
320797|3240|
320797|3240|
320797|3240|
320797|3240|
320797|3240|
320797|3240|
320797|3240|
320797|3240|
320797|3240|
320797|3240|
320797|3240|
320797|3240|
320797|3240|
320797|3240|
320797|3240|
6239|4550|
6239|4550|
7227|11975|
7227|11975|
7227|11975|
7227|11975|
7227|11975|
7227|11975|
7227|11975|
7227|11975|
7227|11975|
7227|11975|
7227|11975|
7227|11975|
7227|11975|
7227|11975|
7227|11975|
7227|11975|
7227|11975|
7227|11975|
7227|11975|
7227|11975|
7227|11975|
7227|11975|
7227|11975|
7227|11975|
7227|11975|
7227|11975|
7227|11975|
7227|11975|
7227|11975|
7227|11975|
7227|11975|
7227|11975|
7227|11975|
7227|11975|
7227|11975|
7227|11975|
7227|11975|
7227|11975|
7227|11975|
7227|11975|
7227|11975|
7227|11975|
7227|11975|
7227|11975|
7227|11975|
7227|11975|
7227|11975|
7227|11975|
7227|11975|
7227|11975|
7227|11975|
7227|11975|
7227|11975|
7227|11975|
7227|11975|
7227|11975|
7227|11975|
7227|11975|
7227|11975|
7227|11975|
7227|11975|
6396|4991|
6396|4991|
6396|4991|
6396|4991|
6396|4991|
6396|4991|
6396|4991|
6396|4991|
6396|4991|
6396|4991|
6396|4991|
6396|4991|
6396|4991|
6396|4991|
6396|4991|
6396|4991|
6396|4991|
6396|4991|
6396|4991|
6396|4991|
6396|4991|
6396|4991|
6396|4991|
6396|4991|
6396|4991|
6396|4991|
6396|4991|
6396|4991|
6396|4991|
6396|4991|
6396|4991|
6396|4991|
6396|4991|
6396|4991|
6396|4991|
6396|4991|
6396|4991|
6396|4991|
6396|4991|
6396|4991|
6396|4991|
6396|4991|
6396|4991|
6396|4991|
6396|4991|
6396|4991|
6396|4991|
6396|4991|
6396|4991|
6396|4991|
6396|4991|
6396|4991|
6396|4991|
6396|4991|
6396|4991|
6396|4991|
6396|4991|
