"Species NCBI TaxID"|"Species ECOTOX Number"|
7460|4910|
7469|18707|
7469|18707|
7469|18707|
7469|18707|
7469|18707|
7469|18707|
171344|18875|
171344|18875|
171344|18875|
3661|3372|
3661|3372|
6239|4550|
6239|4550|
6239|4550|
6239|4550|
6239|4550|
6239|4550|
6239|4550|
6239|4550|
6239|4550|
6239|4550|
6239|4550|
6239|4550|
6239|4550|
6239|4550|
6239|4550|
6239|4550|
6239|4550|
6239|4550|
6239|4550|
6239|4550|
6239|4550|
6239|4550|
6239|4550|
6239|4550|
6239|4550|
6239|4550|
6239|4550|
6239|4550|
6239|4550|
6239|4550|
6239|4550|
6239|4550|
6239|4550|
6239|4550|
6239|4550|
6239|4550|
6239|4550|
6239|4550|
6239|4550|
6239|4550|
6239|4550|
6239|4550|
6239|4550|
6239|4550|
6239|4550|
6239|4550|
6239|4550|
6239|4550|
6239|4550|
6239|4550|
6239|4550|
6239|4550|
6239|4550|
6239|4550|
6239|4550|
6239|4550|
6239|4550|
6239|4550|
6239|4550|
6239|4550|
6239|4550|
6239|4550|
6239|4550|
6239|4550|
6239|4550|
6239|4550|
6239|4550|
6239|4550|
6239|4550|
6239|4550|
6239|4550|
6239|4550|
6239|4550|
6239|4550|
6239|4550|
6239|4550|
6239|4550|
6239|4550|
6239|4550|
6239|4550|
6239|4550|
6239|4550|
6239|4550|
6239|4550|
6239|4550|
6239|4550|
6239|4550|
6239|4550|
6239|4550|
6239|4550|
6239|4550|
6239|4550|
6239|4550|
6239|4550|
6239|4550|
6239|4550|
6239|4550|
6239|4550|
6239|4550|
6239|4550|
6239|4550|
6239|4550|
6239|4550|
6239|4550|
6239|4550|
6239|4550|
6239|4550|
6239|4550|
6239|4550|
6239|4550|
6239|4550|
6239|4550|
6239|4550|
6239|4550|
6239|4550|
4577|3987|
4577|3987|
4577|3987|
4577|3987|
4577|3987|
4577|3987|
4577|3987|
4577|3987|
4577|3987|
4577|3987|
4577|3987|
4577|3987|
4577|3987|
4577|3987|
4577|3987|
4577|3987|
4577|3987|
4577|3987|
4577|3987|
4577|3987|
4577|3987|
4577|3987|
4577|3987|
4577|3987|
4577|3987|
4751|7679|
4751|7679|
4751|7679|
4751|7679|
4751|7679|
4751|7679|
4751|7679|
4751|7679|
4751|7679|
4751|7679|
4751|7679|
4751|7679|
4751|7679|
4751|7679|
4751|7679|
4751|7679|
4751|7679|
4751|7679|
4751|7679|
4751|7679|
4751|7679|
4751|7679|
4751|7679|
4751|7679|
4751|7679|
4751|7679|
4751|7679|
4751|7679|
4751|7679|
4751|7679|
4751|7679|
4751|7679|
4751|7679|
4751|7679|
4565|3930|
4565|3930|
4565|3930|
4565|3930|
4565|3930|
4565|3930|
4565|3930|
4565|3930|
4565|3930|
4565|3930|
4565|3930|
4565|3930|
4565|3930|
4565|3930|
4565|3930|
4565|3930|
4565|3930|
4565|3930|
4565|3930|
4565|3930|
4565|3930|
4565|3930|
4565|3930|
4565|3930|
4565|3930|
4565|3930|
4565|3930|
4565|3930|
4565|3930|
4565|3930|
4565|3930|
4565|3930|
4565|3930|
4565|3930|
4565|3930|
4565|3930|
4565|3930|
4565|3930|
4565|3930|
4565|3930|
4565|3930|
4565|3930|
4565|3930|
4565|3930|
4565|3930|
4565|3930|
4565|3930|
4565|3930|
4565|3930|
4565|3930|
4565|3930|
4565|3930|
4565|3930|
4565|3930|
4565|3930|
4565|3930|
4565|3930|
4565|3930|
4565|3930|
4565|3930|
